"","X","movie_id","title","release_year","popularity","original_language","poster_path","language","country","release_date","academy_award","academy_nominated","palme_dor","golden_lion","total_awards"
"2424",2424,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","GB","2025-02-07T00:00:00.000Z",1,1,0,0,2
"2425",2425,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","GB","2025-02-21T00:00:00.000Z",1,1,0,0,2
"2426",2426,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","GB","2025-06-23T00:00:00.000Z",1,1,0,0,2
"2427",2427,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","DE","2025-03-13T00:00:00.000Z",1,1,0,0,2
"2428",2428,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","FR","2024-09-21T00:00:00.000Z",1,1,0,0,2
"2429",2429,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","FR","2024-10-18T00:00:00.000Z",1,1,0,0,2
"2430",2430,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","FR","2025-01-15T00:00:00.000Z",1,1,0,0,2
"2431",2431,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","TR","2024-10-09T00:00:00.000Z",1,1,0,0,2
"2432",2432,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","ES","2024-09-20T00:00:00.000Z",1,1,0,0,2
"2433",2433,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","ES","2025-02-21T00:00:00.000Z",1,1,0,0,2
"2434",2434,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","IT","2024-09-01T00:00:00.000Z",1,1,0,0,2
"2435",2435,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","IT","2025-01-30T00:00:00.000Z",1,1,0,0,2
"2436",2436,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","BR","2024-10-21T00:00:00.000Z",1,1,0,0,2
"2437",2437,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","BR","2024-10-18T00:00:00.000Z",1,1,0,0,2
"2438",2438,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","BR","2024-09-19T00:00:00.000Z",1,1,0,0,2
"2439",2439,1000837,"I'm Still Here",2024,7.092,"pt","https://image.tmdb.org/t/p/w500/gZnsMbhCvhzAQlKaVpeFRHYjGyb.jpg","pt","BR","2024-11-07T00:00:00.000Z",1,1,0,0,2
"2440",2440,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","US","2002-08-31T00:00:00.000Z",0,0,0,0,0
"2441",2441,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","US","2003-01-17T00:00:00.000Z",0,0,0,0,0
"2442",2442,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","US","2004-02-13T00:00:00.000Z",0,0,0,0,0
"2443",2443,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","GB","2002-11-08T00:00:00.000Z",0,0,0,0,0
"2444",2444,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","GB","2024-02-23T00:00:00.000Z",0,0,0,0,0
"2445",2445,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","GB","2003-01-03T00:00:00.000Z",0,0,0,0,0
"2446",2446,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","DE","2003-05-08T00:00:00.000Z",0,0,0,0,0
"2447",2447,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","FR","2002-05-18T00:00:00.000Z",0,0,0,0,0
"2448",2448,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","FR","2003-03-12T00:00:00.000Z",0,0,0,0,0
"2449",2449,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","FR","2009-10-14T00:00:00.000Z",0,0,0,0,0
"2450",2450,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","FR","2021-10-15T00:00:00.000Z",0,0,0,0,0
"2451",2451,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","FR","2009-10-14T00:00:00.000Z",0,0,0,0,0
"2452",2452,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","FR","2003-11-06T00:00:00.000Z",0,0,0,0,0
"2453",2453,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","TR","2003-04-13T00:00:00.000Z",0,0,0,0,0
"2454",2454,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","TR","2003-07-18T00:00:00.000Z",0,0,0,0,0
"2455",2455,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","IN","2007-01-18T00:00:00.000Z",0,0,0,0,0
"2456",2456,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","JP","2002-10-30T00:00:00.000Z",0,0,0,0,0
"2457",2457,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","JP","2003-06-28T00:00:00.000Z",0,0,0,0,0
"2458",2458,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","ES","2003-01-31T00:00:00.000Z",0,0,0,0,0
"2459",2459,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","IT","2003-05-09T00:00:00.000Z",0,0,0,0,0
"2460",2460,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","BR","2002-08-30T00:00:00.000Z",0,0,0,0,0
"2461",2461,598,"City of God",2002,4.375,"pt","https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg","pt","BR","2004-02-06T00:00:00.000Z",0,0,0,0,0
"2462",2462,40096,"A Dog's Will",2000,3.574,"pt","https://image.tmdb.org/t/p/w500/xWCKF7hgOicb3A0XiY13SdlwRcn.jpg","pt","FR","2001-05-17T00:00:00.000Z",0,0,0,0,0
"2463",2463,40096,"A Dog's Will",2000,3.574,"pt","https://image.tmdb.org/t/p/w500/xWCKF7hgOicb3A0XiY13SdlwRcn.jpg","pt","BR","2000-09-15T00:00:00.000Z",0,0,0,0,0
"2464",2464,7347,"Elite Squad",2007,3.569,"pt","https://image.tmdb.org/t/p/w500/lwIXz785N2fXi8hsBr1IXciFlkM.jpg","pt","US","2008-09-19T00:00:00.000Z",0,0,0,0,0
"2465",2465,7347,"Elite Squad",2007,3.569,"pt","https://image.tmdb.org/t/p/w500/lwIXz785N2fXi8hsBr1IXciFlkM.jpg","pt","GB","2008-08-08T00:00:00.000Z",0,0,0,0,0
"2466",2466,7347,"Elite Squad",2007,3.569,"pt","https://image.tmdb.org/t/p/w500/lwIXz785N2fXi8hsBr1IXciFlkM.jpg","pt","DE","2009-08-06T00:00:00.000Z",0,0,0,0,0
"2467",2467,7347,"Elite Squad",2007,3.569,"pt","https://image.tmdb.org/t/p/w500/lwIXz785N2fXi8hsBr1IXciFlkM.jpg","pt","FR","2008-09-03T00:00:00.000Z",0,0,0,0,0
"2468",2468,7347,"Elite Squad",2007,3.569,"pt","https://image.tmdb.org/t/p/w500/lwIXz785N2fXi8hsBr1IXciFlkM.jpg","pt","FR","2022-04-01T00:00:00.000Z",0,0,0,0,0
"2469",2469,7347,"Elite Squad",2007,3.569,"pt","https://image.tmdb.org/t/p/w500/lwIXz785N2fXi8hsBr1IXciFlkM.jpg","pt","FR","2009-04-02T00:00:00.000Z",0,0,0,0,0
"2470",2470,7347,"Elite Squad",2007,3.569,"pt","https://image.tmdb.org/t/p/w500/lwIXz785N2fXi8hsBr1IXciFlkM.jpg","pt","FR","2013-12-04T00:00:00.000Z",0,0,0,0,0
"2471",2471,7347,"Elite Squad",2007,3.569,"pt","https://image.tmdb.org/t/p/w500/lwIXz785N2fXi8hsBr1IXciFlkM.jpg","pt","IT","2008-06-06T00:00:00.000Z",0,0,0,0,0
"2472",2472,7347,"Elite Squad",2007,3.569,"pt","https://image.tmdb.org/t/p/w500/lwIXz785N2fXi8hsBr1IXciFlkM.jpg","pt","BR","2007-10-12T00:00:00.000Z",0,0,0,0,0
"2473",2473,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","US","2020-03-06T00:00:00.000Z",0,0,0,0,0
"2474",2474,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","US","2020-03-19T00:00:00.000Z",0,0,0,0,0
"2475",2475,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","GB","2019-10-04T00:00:00.000Z",0,0,0,0,0
"2476",2476,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","GB","2020-04-27T00:00:00.000Z",0,0,0,0,0
"2477",2477,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","DE","2020-03-19T00:00:00.000Z",0,0,0,0,0
"2478",2478,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","FR","2019-05-15T00:00:00.000Z",0,0,0,0,0
"2479",2479,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","FR","2019-09-25T00:00:00.000Z",0,0,0,0,0
"2480",2480,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","TR","2020-01-03T00:00:00.000Z",0,0,0,0,0
"2481",2481,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","JP","2020-11-28T00:00:00.000Z",0,0,0,0,0
"2482",2482,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","ES","2020-05-14T00:00:00.000Z",0,0,0,0,0
"2483",2483,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","IT","2020-03-19T00:00:00.000Z",0,0,0,0,0
"2484",2484,446159,"Bacurau",2019,3.54,"pt","https://image.tmdb.org/t/p/w500/ojfHP9yLL7V69c5CSVChLCjpWp.jpg","pt","BR","2019-08-29T00:00:00.000Z",0,0,0,0,0
"2485",2485,656563,"Rich in Love",2020,3.541,"pt","https://image.tmdb.org/t/p/w500/dVqRATKlpCoWy96lfxiHc9TY9An.jpg","pt","US","2020-04-30T00:00:00.000Z",0,0,0,0,0
"2486",2486,656563,"Rich in Love",2020,3.541,"pt","https://image.tmdb.org/t/p/w500/dVqRATKlpCoWy96lfxiHc9TY9An.jpg","pt","BR","2020-04-30T00:00:00.000Z",0,0,0,0,0
"2487",2487,652483,"Airplane Mode",2020,3.54,"pt","https://image.tmdb.org/t/p/w500/fLXisj0j39zaktmoU72tVtOXx6W.jpg","pt","US","2020-01-23T00:00:00.000Z",0,0,0,0,0
"2488",2488,652483,"Airplane Mode",2020,3.54,"pt","https://image.tmdb.org/t/p/w500/fLXisj0j39zaktmoU72tVtOXx6W.jpg","pt","GB","2020-01-23T00:00:00.000Z",0,0,0,0,0
"2489",2489,652483,"Airplane Mode",2020,3.54,"pt","https://image.tmdb.org/t/p/w500/fLXisj0j39zaktmoU72tVtOXx6W.jpg","pt","FR","2020-01-23T00:00:00.000Z",0,0,0,0,0
"2490",2490,652483,"Airplane Mode",2020,3.54,"pt","https://image.tmdb.org/t/p/w500/fLXisj0j39zaktmoU72tVtOXx6W.jpg","pt","IT","2020-01-23T00:00:00.000Z",0,0,0,0,0
"2491",2491,652483,"Airplane Mode",2020,3.54,"pt","https://image.tmdb.org/t/p/w500/fLXisj0j39zaktmoU72tVtOXx6W.jpg","pt","BR","2020-01-23T00:00:00.000Z",0,0,0,0,0
"2492",2492,310569,"The Second Mother",2015,3.535,"pt","https://image.tmdb.org/t/p/w500/u1tDQun2iJAzersd94S8P47WEOL.jpg","pt","US","2015-01-25T00:00:00.000Z",0,0,0,0,0
"2493",2493,310569,"The Second Mother",2015,3.535,"pt","https://image.tmdb.org/t/p/w500/u1tDQun2iJAzersd94S8P47WEOL.jpg","pt","US","2015-08-28T00:00:00.000Z",0,0,0,0,0
"2494",2494,310569,"The Second Mother",2015,3.535,"pt","https://image.tmdb.org/t/p/w500/u1tDQun2iJAzersd94S8P47WEOL.jpg","pt","GB","2015-09-04T00:00:00.000Z",0,0,0,0,0
"2495",2495,310569,"The Second Mother",2015,3.535,"pt","https://image.tmdb.org/t/p/w500/u1tDQun2iJAzersd94S8P47WEOL.jpg","pt","DE","2015-08-20T00:00:00.000Z",0,0,0,0,0
"2496",2496,310569,"The Second Mother",2015,3.535,"pt","https://image.tmdb.org/t/p/w500/u1tDQun2iJAzersd94S8P47WEOL.jpg","pt","FR","2015-06-24T00:00:00.000Z",0,0,0,0,0
"2497",2497,310569,"The Second Mother",2015,3.535,"pt","https://image.tmdb.org/t/p/w500/u1tDQun2iJAzersd94S8P47WEOL.jpg","pt","ES","2015-06-26T00:00:00.000Z",0,0,0,0,0
"2498",2498,310569,"The Second Mother",2015,3.535,"pt","https://image.tmdb.org/t/p/w500/u1tDQun2iJAzersd94S8P47WEOL.jpg","pt","IT","2015-06-04T00:00:00.000Z",0,0,0,0,0
"2499",2499,310569,"The Second Mother",2015,3.535,"pt","https://image.tmdb.org/t/p/w500/u1tDQun2iJAzersd94S8P47WEOL.jpg","pt","BR","2015-08-27T00:00:00.000Z",0,0,0,0,0
"2500",2500,310569,"The Second Mother",2015,3.535,"pt","https://image.tmdb.org/t/p/w500/u1tDQun2iJAzersd94S8P47WEOL.jpg","pt","BR","2021-08-12T00:00:00.000Z",0,0,0,0,0
"2501",2501,203217,"My Mom Is a Character",2013,3.534,"pt","https://image.tmdb.org/t/p/w500/2kj8VJEcqcxPmbuIjh5wf6FjMBH.jpg","pt","BR","2013-06-21T00:00:00.000Z",0,0,0,0,0
"2502",2502,227932,"My Mom Is a Character 2",2016,3.535,"pt","https://image.tmdb.org/t/p/w500/eDApDWU6r9zxk9MZLc6rfnBb3vu.jpg","pt","BR","2016-12-22T00:00:00.000Z",0,0,0,0,0
"2503",2503,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","US","2014-05-30T00:00:00.000Z",0,0,0,0,0
"2504",2504,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","US","2014-11-07T00:00:00.000Z",0,0,0,0,0
"2505",2505,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","GB","2014-10-09T00:00:00.000Z",0,0,0,0,0
"2506",2506,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","GB","2014-10-24T00:00:00.000Z",0,0,0,0,0
"2507",2507,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","GB","2015-02-09T00:00:00.000Z",0,0,0,0,0
"2508",2508,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","GB","2015-02-09T00:00:00.000Z",0,0,0,0,0
"2509",2509,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","DE","2014-02-10T00:00:00.000Z",0,0,0,0,0
"2510",2510,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","DE","2015-02-26T00:00:00.000Z",0,0,0,0,0
"2511",2511,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","FR","2014-07-23T00:00:00.000Z",0,0,0,0,0
"2512",2512,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","JP","2014-07-23T00:00:00.000Z",0,0,0,0,0
"2513",2513,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","ES","2015-07-17T00:00:00.000Z",0,0,0,0,0
"2514",2514,237791,"The Way He Looks",2014,3.534,"pt","https://image.tmdb.org/t/p/w500/vrcExEZLBuEQMpZw9SC47MurzYZ.jpg","pt","BR","2014-04-10T00:00:00.000Z",0,0,0,0,0
"2515",2515,47931,"Elite Squad: The Enemy Within",2010,3.532,"pt","https://image.tmdb.org/t/p/w500/c7yCrf3PTSdp6RMGktZQhzFcFFM.jpg","pt","US","2011-01-23T00:00:00.000Z",0,0,0,0,0
"2516",2516,47931,"Elite Squad: The Enemy Within",2010,3.532,"pt","https://image.tmdb.org/t/p/w500/c7yCrf3PTSdp6RMGktZQhzFcFFM.jpg","pt","GB","2011-08-12T00:00:00.000Z",0,0,0,0,0
"2517",2517,47931,"Elite Squad: The Enemy Within",2010,3.532,"pt","https://image.tmdb.org/t/p/w500/c7yCrf3PTSdp6RMGktZQhzFcFFM.jpg","pt","DE","2011-02-11T00:00:00.000Z",0,0,0,0,0
"2518",2518,47931,"Elite Squad: The Enemy Within",2010,3.532,"pt","https://image.tmdb.org/t/p/w500/c7yCrf3PTSdp6RMGktZQhzFcFFM.jpg","pt","FR","2012-02-10T00:00:00.000Z",0,0,0,0,0
"2519",2519,47931,"Elite Squad: The Enemy Within",2010,3.532,"pt","https://image.tmdb.org/t/p/w500/c7yCrf3PTSdp6RMGktZQhzFcFFM.jpg","pt","JP","2011-11-19T00:00:00.000Z",0,0,0,0,0
"2520",2520,47931,"Elite Squad: The Enemy Within",2010,3.532,"pt","https://image.tmdb.org/t/p/w500/c7yCrf3PTSdp6RMGktZQhzFcFFM.jpg","pt","ES","2013-07-13T00:00:00.000Z",0,0,0,0,0
"2521",2521,47931,"Elite Squad: The Enemy Within",2010,3.532,"pt","https://image.tmdb.org/t/p/w500/c7yCrf3PTSdp6RMGktZQhzFcFFM.jpg","pt","BR","2010-10-08T00:00:00.000Z",0,0,0,0,0
"2522",2522,8440,"Carandiru",2003,3.531,"pt","https://image.tmdb.org/t/p/w500/kKAgIMwQWQ6u4s0c56XKSDX3vAs.jpg","pt","US","2003-03-21T00:00:00.000Z",0,0,0,0,0
"2523",2523,8440,"Carandiru",2003,3.531,"pt","https://image.tmdb.org/t/p/w500/kKAgIMwQWQ6u4s0c56XKSDX3vAs.jpg","pt","US","2023-09-26T00:00:00.000Z",0,0,0,0,0
"2524",2524,8440,"Carandiru",2003,3.531,"pt","https://image.tmdb.org/t/p/w500/kKAgIMwQWQ6u4s0c56XKSDX3vAs.jpg","pt","FR","2004-06-02T00:00:00.000Z",0,0,0,0,0
"2525",2525,8440,"Carandiru",2003,3.531,"pt","https://image.tmdb.org/t/p/w500/kKAgIMwQWQ6u4s0c56XKSDX3vAs.jpg","pt","BR","2003-03-21T00:00:00.000Z",0,0,0,0,0
"2526",2526,20453,"3 Idiots",2009,3.586,"hi","https://image.tmdb.org/t/p/w500/66A9MqXOyVFCssoloscw79z8Tew.jpg","hi","US","2010-09-24T00:00:00.000Z",0,0,0,0,0
"2527",2527,20453,"3 Idiots",2009,3.586,"hi","https://image.tmdb.org/t/p/w500/66A9MqXOyVFCssoloscw79z8Tew.jpg","hi","US","2009-12-23T00:00:00.000Z",0,0,0,0,0
"2528",2528,20453,"3 Idiots",2009,3.586,"hi","https://image.tmdb.org/t/p/w500/66A9MqXOyVFCssoloscw79z8Tew.jpg","hi","GB","2009-12-24T00:00:00.000Z",0,0,0,0,0
"2529",2529,20453,"3 Idiots",2009,3.586,"hi","https://image.tmdb.org/t/p/w500/66A9MqXOyVFCssoloscw79z8Tew.jpg","hi","DE","2011-12-02T00:00:00.000Z",0,0,0,0,0
"2530",2530,20453,"3 Idiots",2009,3.586,"hi","https://image.tmdb.org/t/p/w500/66A9MqXOyVFCssoloscw79z8Tew.jpg","hi","IN","2009-12-25T00:00:00.000Z",0,0,0,0,0
"2531",2531,20453,"3 Idiots",2009,3.586,"hi","https://image.tmdb.org/t/p/w500/66A9MqXOyVFCssoloscw79z8Tew.jpg","hi","JP","2010-09-20T00:00:00.000Z",0,0,0,0,0
"2532",2532,20453,"3 Idiots",2009,3.586,"hi","https://image.tmdb.org/t/p/w500/66A9MqXOyVFCssoloscw79z8Tew.jpg","hi","ES","2019-07-31T00:00:00.000Z",0,0,0,0,0
"2533",2533,20453,"3 Idiots",2009,3.586,"hi","https://image.tmdb.org/t/p/w500/66A9MqXOyVFCssoloscw79z8Tew.jpg","hi","BR","2010-08-15T00:00:00.000Z",0,0,0,0,0
"2534",2534,20453,"3 Idiots",2009,3.586,"hi","https://image.tmdb.org/t/p/w500/66A9MqXOyVFCssoloscw79z8Tew.jpg","hi","BR","2010-01-01T00:00:00.000Z",0,0,0,0,0
"2535",2535,360814,"Dangal",2016,3.537,"hi","https://image.tmdb.org/t/p/w500/lHd3W8E5aKoki9pDP7tN7yEh3c0.jpg","hi","US","2016-12-21T00:00:00.000Z",0,0,0,0,0
"2536",2536,360814,"Dangal",2016,3.537,"hi","https://image.tmdb.org/t/p/w500/lHd3W8E5aKoki9pDP7tN7yEh3c0.jpg","hi","DE","2017-08-12T00:00:00.000Z",0,0,0,0,0
"2537",2537,360814,"Dangal",2016,3.537,"hi","https://image.tmdb.org/t/p/w500/lHd3W8E5aKoki9pDP7tN7yEh3c0.jpg","hi","IN","2016-12-23T00:00:00.000Z",0,0,0,0,0
"2538",2538,360814,"Dangal",2016,3.537,"hi","https://image.tmdb.org/t/p/w500/lHd3W8E5aKoki9pDP7tN7yEh3c0.jpg","hi","ES","2017-06-21T00:00:00.000Z",0,0,0,0,0
"2539",2539,534780,"Andhadhun",2018,3.538,"hi","https://image.tmdb.org/t/p/w500/dy3K6hNvwE05siGgiLJcEiwgpdO.jpg","hi","US","2019-08-01T00:00:00.000Z",0,0,0,0,0
"2540",2540,534780,"Andhadhun",2018,3.538,"hi","https://image.tmdb.org/t/p/w500/dy3K6hNvwE05siGgiLJcEiwgpdO.jpg","hi","IN","2018-10-05T00:00:00.000Z",0,0,0,0,0
"2541",2541,297222,"PK",2014,3.534,"hi","https://image.tmdb.org/t/p/w500/z2x2Y4tncefsIU7h82gmUM5vnBJ.jpg","hi","US","2014-12-19T00:00:00.000Z",0,0,0,0,0
"2542",2542,297222,"PK",2014,3.534,"hi","https://image.tmdb.org/t/p/w500/z2x2Y4tncefsIU7h82gmUM5vnBJ.jpg","hi","GB","2014-12-19T00:00:00.000Z",0,0,0,0,0
"2543",2543,297222,"PK",2014,3.534,"hi","https://image.tmdb.org/t/p/w500/z2x2Y4tncefsIU7h82gmUM5vnBJ.jpg","hi","DE","2015-04-16T00:00:00.000Z",0,0,0,0,0
"2544",2544,297222,"PK",2014,3.534,"hi","https://image.tmdb.org/t/p/w500/z2x2Y4tncefsIU7h82gmUM5vnBJ.jpg","hi","IN","2014-12-19T00:00:00.000Z",0,0,0,0,0
"2545",2545,297222,"PK",2014,3.534,"hi","https://image.tmdb.org/t/p/w500/z2x2Y4tncefsIU7h82gmUM5vnBJ.jpg","hi","BR","2015-01-01T00:00:00.000Z",0,0,0,0,0
"2546",2546,297222,"PK",2014,3.534,"hi","https://image.tmdb.org/t/p/w500/z2x2Y4tncefsIU7h82gmUM5vnBJ.jpg","hi","BR","2018-08-04T00:00:00.000Z",0,0,0,0,0
"2547",2547,191714,"The Lunchbox",2013,3.533,"hi","https://image.tmdb.org/t/p/w500/jSOiz1h97i3qwjZJXY8SeLvjPsl.jpg","hi","DE","2013-10-30T00:00:00.000Z",0,0,0,0,0
"2548",2548,191714,"The Lunchbox",2013,3.533,"hi","https://image.tmdb.org/t/p/w500/jSOiz1h97i3qwjZJXY8SeLvjPsl.jpg","hi","DE","2013-11-21T00:00:00.000Z",0,0,0,0,0
"2549",2549,191714,"The Lunchbox",2013,3.533,"hi","https://image.tmdb.org/t/p/w500/jSOiz1h97i3qwjZJXY8SeLvjPsl.jpg","hi","IN","2013-09-20T00:00:00.000Z",0,0,0,0,0
